iter	RMSE
173	2.822368681
174	2.814975635
175	2.807850204
176	2.7986665
177	2.789644961
178	2.782434276
179	2.774587657
180	2.767797203
181	2.760684218
182	2.755220852
183	2.747672942
184	2.740709125
185	2.732424946
186	2.725757983
187	2.719350809
188	2.713000568
189	2.706512717
190	2.698985629
191	2.690705636
192	2.684350472
193	2.67850561
194	2.672935414
195	2.667737985
196	2.662557218
197	2.654353482
198	2.648850967
199	2.641834003
200	2.633938711
201	2.626065097
202	2.620183478
203	2.61276256
204	2.606718621
205	2.600123087
206	2.592035517
207	2.585001839
208	2.579168172
209	2.574313443
210	2.567609855
211	2.561405452
212	2.555294069
213	2.546320041
214	2.53980121
215	2.531161916
216	2.525354337
217	2.519565579
218	2.514550349
219	2.507531679
220	2.501941282
221	2.4946686
222	2.488202312
223	2.482548785
224	2.476775941
225	2.471681267
226	2.465754626
227	2.4601957
228	2.452762445
229	2.447097007
230	2.441083796
231	2.435843808
232	2.430605507
233	2.424247381
234	2.418890884
235	2.412317601
236	2.407020441
237	2.401398207
238	2.396191023
239	2.391357827
240	2.386140097
241	2.381665228
242	2.375530766
243	2.370343509
244	2.36470883
245	2.358206177
246	2.352178223
247	2.346544903
248	2.342255262
249	2.337064281
250	2.331976443
251	2.326908143
252	2.322684743
253	2.318565574
254	2.313175532
255	2.307485625
256	2.303212529
257	2.29695986
258	2.293180122
259	2.288658656
260	2.282682952
261	2.276566294
262	2.272565185
263	2.268193926
264	2.263845101
265	2.259827642
266	2.254349259
267	2.248501948
268	2.243892363
269	2.238643157
270	2.233903761
271	2.229735836
272	2.224816583
273	2.221599259
274	2.218365347
275	2.211325223
276	2.206416788
277	2.202620793
278	2.198109324
279	2.193234473
280	2.186157333
281	2.18165113
282	2.176236158
283	2.169270277
284	2.165415238
285	2.160541899
286	2.156281142
287	2.151790802
288	2.148578201
289	2.144218287
290	2.140024626
291	2.135021278
292	2.13007166
293	2.126209955
294	2.120754042
295	2.115573733
296	2.111598786
297	2.107496907
298	2.103221245
299	2.099278152
300	2.094892904
301	2.090366495
302	2.085265183
303	2.081696578
304	2.076308771
305	2.071740847
306	2.067336325
307	2.063491921
308	2.059832474
309	2.056004995
310	2.050585759
311	2.045593323
312	2.041017021
313	2.037380331
314	2.033116842
315	2.028914193
316	2.025578299
317	2.021506561
318	2.017694264
319	2.013983038
320	2.010858708
321	2.006050298
322	2.002086364
323	1.99903745
324	1.995834419
325	1.991326748
326	1.986273343
327	1.982447233
328	1.97867721
329	1.975134167
330	1.970083694
331	1.9665926
332	1.963056158
333	1.958369605
334	1.955647796
335	1.952715116
336	1.950385144
337	1.946276226
338	1.942512307
339	1.938913936
340	1.934329959
341	1.9313201
342	1.926673794
343	1.923412037
344	1.920162859
345	1.916206269
346	1.912448855
347	1.909587014
348	1.905548476
349	1.901326896
350	1.897852433
351	1.893738206
352	1.890757069
353	1.887712156
354	1.8846099
355	1.880755749
356	1.876980956
357	1.874393516
358	1.870461891
359	1.8669922
360	1.864419494
361	1.861932986
362	1.857929312
363	1.854722881
364	1.851612527
365	1.848298486
366	1.845223541
367	1.842348996
368	1.838568731
369	1.835759171
370	1.83284417
371	1.830388376
372	1.827601946
373	1.823751133
374	1.820289169
375	1.817364104
376	1.812265247
377	1.809152555
378	1.805301426
379	1.801359794
380	1.797974257
381	1.795360327
382	1.792750099
383	1.789307661
384	1.786479145
385	1.784009862
386	1.781068354
387	1.778230087
388	1.775746035
389	1.772271522
390	1.769750643
391	1.76677268
392	1.763249826
393	1.760154698
394	1.757009312
395	1.753995023
396	1.751145832
397	1.748025096
398	1.744252577
399	1.741150485
400	1.738425299
401	1.735827541
402	1.732761739
403	1.730508122
404	1.727530841
405	1.724953527
406	1.722022336
407	1.71868747
408	1.715751791
409	1.712674485
410	1.709682424
411	1.705540468
412	1.702072788
413	1.698778277
414	1.696060009
415	1.692768406
416	1.689766314
417	1.687452878
418	1.68473792
419	1.681875922
420	1.678763585
421	1.67556268
422	1.673284474
423	1.669875187
424	1.666898084
425	1.663448258
426	1.660529834
427	1.657602791
428	1.655071759
429	1.652821006
430	1.650577686
431	1.648219378
432	1.645370802
433	1.643637321
434	1.641187152
435	1.638705137
436	1.635083702
437	1.63155781
438	1.628793171
439	1.62590902
440	1.623000161
441	1.620092144
442	1.616401265
443	1.614016481
444	1.611226297
445	1.608147895
446	1.605739582
447	1.602975772
448	1.600453316
449	1.598600133
450	1.594569419
451	1.592539852
452	1.590132204
453	1.588116473
454	1.585894551
455	1.58275835
456	1.579613941
457	1.577163493
458	1.574638764
459	1.57249243
460	1.570280947
461	1.567395778
462	1.565110053
463	1.562776716
464	1.560130827
465	1.557383903
466	1.555266152
467	1.552082344
468	1.550191333
469	1.547815903
470	1.545772961
471	1.543296682
472	1.541539167
473	1.53830629
474	1.535771398
475	1.533515873
476	1.531024517
477	1.527536292
478	1.5250271
479	1.52308176
480	1.52081691
481	1.517577164
482	1.514595231
483	1.511761622
484	1.509850271
485	1.506984568
486	1.504820427
487	1.503069209
488	1.499761706
489	1.497140539
490	1.494392613
491	1.492044374
492	1.490347275
493	1.487892238
494	1.485696212
495	1.482759676
496	1.480674242
497	1.47845633
498	1.476424322
499	1.474078367
500	1.472191034
501	1.469832954
502	1.467551553
503	1.46524333
504	1.462055871
505	1.460079966
506	1.457125532
507	1.455499415
508	1.453180226
509	1.451315218
510	1.448836791
511	1.446895878
512	1.444923262
513	1.442895678
514	1.441024267
515	1.438588982
516	1.435507868
517	1.433317965
518	1.430012955
519	1.428162063
520	1.425528831
521	1.422344439
522	1.418872429
523	1.417003911
524	1.414913543
525	1.412411293
526	1.409976717
527	1.407555075
528	1.40521151
529	1.403079916
530	1.401481568
531	1.399157309
532	1.397475281
533	1.39582975
534	1.393710323
535	1.39202948
536	1.389021415
537	1.387164921
538	1.385261977
539	1.383305048
540	1.38171023
541	1.380059625
542	1.378139477
543	1.375785428
544	1.374087158
545	1.37117482
546	1.369103334
547	1.367463797
548	1.364635734
549	1.362868873
550	1.361403133
551	1.359545498
552	1.357580176
553	1.356131754
554	1.353710354
555	1.352052694
556	1.350209405
557	1.348348946
558	1.34635235
559	1.34450471
560	1.342655868
561	1.340638531
562	1.338364883
563	1.336396307
564	1.334919437
565	1.332729503
566	1.331615772
567	1.329608484
568	1.326834285
569	1.325073749
570	1.322680036
571	1.321098781
572	1.319726553
573	1.317326133
574	1.315375755
575	1.312768943
576	1.311377657
577	1.309487438
578	1.307651669
579	1.306060382
580	1.304581609
581	1.30296206
582	1.301599481
583	1.300191186
584	1.298297876
585	1.296602991
586	1.294412702
587	1.292063467
588	1.289631472
589	1.288269242
590	1.2868283
591	1.28518597
592	1.283358514
593	1.281534392
594	1.279938908
595	1.278399355
596	1.276899247
597	1.27395694
598	1.27188106
599	1.269654465
600	1.268247164
601	1.26632361
602	1.26483112
603	1.2630261
604	1.261312795
605	1.259920306
606	1.258318846
607	1.256942549
608	1.254944583
609	1.25276504
610	1.250226204
611	1.24832965
612	1.246391917
613	1.243953363
614	1.242063107
615	1.240885807
616	1.23830679
617	1.236981286
618	1.234584949
619	1.2321234
620	1.230838962
621	1.229068477
622	1.227319445
623	1.224931667
624	1.223738598
625	1.221766762
626	1.220288704
627	1.219079084
628	1.217448131
629	1.215368986
630	1.21364169
631	1.212414656
632	1.210589339
633	1.209200485
634	1.208092146
635	1.206086057
636	1.204025186
637	1.201525103
638	1.200378102
639	1.199056938
640	1.1977332
641	1.196024936
642	1.194433626
643	1.192149075
644	1.19088612
645	1.189530623
646	1.187928442
647	1.186592086
648	1.185592425
649	1.184336825
650	1.182636001
651	1.18057073
652	1.179223863
653	1.177345757
654	1.176061605
655	1.174460448
656	1.173020637
657	1.171240291
658	1.169679143
659	1.168740961
660	1.166749371
661	1.165703722
662	1.163499963
663	1.161917757
664	1.160601669
665	1.158362234
666	1.157067029
667	1.155759571
668	1.153967637
669	1.152700703
670	1.151184373
671	1.149276581
672	1.147297487
673	1.145746566
674	1.143757099
675	1.142572767
676	1.140639728
677	1.139518878
678	1.13811963
679	1.135582018
680	1.133946072
681	1.132663517
682	1.130717031
683	1.129533652
684	1.127588017
685	1.126574741
686	1.125246765
687	1.12394249
688	1.122297108
689	1.120109222
690	1.117957734
691	1.115996623
692	1.114492812
693	1.113196304
694	1.111920928
695	1.110425392
696	1.108400386
697	1.10656724
698	1.104761556
699	1.103190274
700	1.101815475
701	1.100685835
702	1.099040545
703	1.097472765
704	1.096067209
705	1.094743134
706	1.093666094
707	1.092165137
708	1.091044087
709	1.089931502
710	1.088688172
711	1.08682703
712	1.08545201
713	1.08415405
714	1.083074873
715	1.081221948
716	1.080282314
717	1.078903667
718	1.077475778
719	1.076386486
720	1.075113782
721	1.073933211
722	1.072054879
723	1.070941054
724	1.069954433
725	1.068644101
726	1.066816242
727	1.065513442
728	1.064298805
729	1.062865831
730	1.061333253
731	1.060524946
732	1.058945401
733	1.057607915
734	1.056094964
735	1.055299259
736	1.054596828
737	1.053457206
738	1.052429413
739	1.051198467
740	1.049924745
741	1.048813577
742	1.04748958
743	1.046016881
744	1.04439708
745	1.043081896
746	1.041306593
747	1.040158057
748	1.038961622
749	1.037529299
750	1.036706657
751	1.035583704
752	1.033762777
753	1.032802812
754	1.031319857
755	1.030985254
756	1.029396146
757	1.028601741
758	1.027477798
759	1.026379285
760	1.025022963
761	1.024222484
762	1.022829062
763	1.022035541
764	1.020785355
765	1.019585427
766	1.018257865
767	1.017170796
768	1.016257487
769	1.015008274
770	1.013536591
771	1.012554511
772	1.011716003
773	1.010451465
774	1.009339029
775	1.008388939
776	1.00731404
777	1.006130559
778	1.005279868
779	1.004086223
780	1.003310142
781	1.002487511
782	1.00139853
783	1.00019306
784	0.998644583
785	0.9972653825
786	0.9960745847
787	0.9949363396
788	0.9940205219
789	0.992514461
790	0.9913993704
791	0.9900958617
792	0.9884242188
793	0.9875207088
794	0.9860919565
795	0.9848205006
796	0.9832034044
797	0.9820798602
798	0.9813909119
799	0.9804134314
800	0.9797688917
801	0.9785183165
802	0.9769330285
803	0.9759689379
804	0.9744331284
805	0.97288433
806	0.9718966577
807	0.970645342
808	0.9700037035
809	0.9685087195
810	0.9678505673
811	0.9667392265
812	0.9656423932
813	0.9645408442
814	0.9628811429
815	0.9616578683
816	0.9602659485
817	0.9597273082
818	0.9582945653
819	0.957260388
820	0.9557753829
821	0.9545184964
822	0.9530470664
823	0.9518507785
824	0.9510609711
825	0.9502840482
826	0.9491993753
827	0.9481593443
828	0.9474291684
829	0.9464395818
830	0.9451720266
831	0.9440575988
832	0.9433844887
833	0.9422264023
834	0.9411423544
835	0.9397613649
836	0.9390391699
837	0.9379757606
838	0.9367378934
839	0.9359909117
840	0.9349096288
841	0.9335687902
842	0.932601555
843	0.9317825767
844	0.9306933289
845	0.9301574331
846	0.9293340651
847	0.9283130246
848	0.9274105513
849	0.9264273661
850	0.9252915963
851	0.9244588291
852	0.9233453287
853	0.9225381633
854	0.9213664163
855	0.9198531637
856	0.9184745496
857	0.917121941
858	0.9158211631
859	0.9148668057
860	0.9140551554
861	0.9132138731
862	0.9123964954
863	0.9115730468
864	0.9107843976
865	0.9094393711
866	0.9082359041
867	0.9067927207
868	0.9058750689
869	0.904854466
870	0.90426948
871	0.9032049128
872	0.9017183417
873	0.9007142778
874	0.8995315463
875	0.8986309995
876	0.8977575216
877	0.89670482
878	0.8955142988
879	0.8944574379
880	0.8933938572
881	0.8924936771
882	0.8916581541
883	0.8905103527
884	0.8894749052
885	0.8882007225
886	0.8867426323
887	0.8857045233
888	0.8844958157
889	0.8834265772
890	0.8826632156
891	0.8814624252
892	0.8804659446
893	0.8796063852
894	0.8785251188
895	0.8771952584
896	0.8764055628
897	0.8757767324
898	0.8749694685
899	0.8742581379
900	0.8728950229
901	0.871580225
902	0.8707913674
903	0.8699062334
904	0.8686985981
905	0.8678907583
906	0.8669414057
907	0.8660137545
908	0.8652335976
909	0.8639480092
910	0.8631827295
911	0.8621750484
912	0.8610293937
913	0.8602051387
914	0.8591640683
915	0.8583151044
916	0.8570985157
917	0.8561077981
918	0.8552017295
919	0.8542228509
920	0.8535338847
921	0.8522811954
922	0.8515924419
923	0.8505478082
924	0.8496650993
925	0.8485464617
926	0.8477003422
927	0.8466441793
928	0.8458777505
929	0.8448776405
930	0.8437190687
931	0.843011292
932	0.8423765216
933	0.8417067226
934	0.8409306269
935	0.8400614247
936	0.8392385673
937	0.8385622661
938	0.8380233737
939	0.8371289112
940	0.836092937
941	0.8350362045
942	0.8340358195
943	0.832989112
944	0.8321613826
945	0.8309465641
946	0.8304521663
947	0.8292042597
948	0.8282587681
949	0.827464777
950	0.8264047392
951	0.8255380629
952	0.824579856
953	0.8237194951
954	0.8229444991
955	0.8219074738
956	0.821753517
957	0.8210466678
958	0.8206557579
959	0.8200120192
960	0.8195803017
961	0.8185381961
962	0.8174062902
963	0.81690785
964	0.8159911427
965	0.8151612259
966	0.8145848377
967	0.8138515464
968	0.8132957822
969	0.8121774451
970	0.811389165
971	0.8103664595
972	0.8090420956
973	0.8080326877
974	0.8075821274
975	0.8070959777
976	0.8064843339
977	0.8055331397
978	0.8043154964
979	0.8032168459
980	0.8026339037
981	0.8020360401
982	0.8008397699
983	0.8004077783
984	0.7993815286
985	0.7987066508
986	0.7975547993
987	0.7973933736
988	0.7969890916
989	0.7959346611
990	0.7951948953
991	0.7939803939
992	0.7929910691
993	0.7921800254
994	0.791350446
995	0.7909841391
996	0.790224828
997	0.7895605098
998	0.7889243353
999	0.7883655618
1000	0.787715489
1001	0.7868931548
1002	0.7864081841
1003	0.786127291
1004	0.7850999131
1005	0.7840351106
1006	0.7833065544
1007	0.7826664812
1008	0.7818628144
1009	0.7806868703
1010	0.7798932206
1011	0.7794189808
1012	0.7785563283
1013	0.7778897451
1014	0.7772855812
1015	0.7766127173
1016	0.7758196597
1017	0.7751026772
1018	0.7739396157
1019	0.7730908833
1020	0.7723270875
1021	0.7717074223
1022	0.7707499728
1023	0.7696679522
1024	0.7683905225
1025	0.7677096331
1026	0.7668841547
1027	0.7658968854
1028	0.7651705273
1029	0.7642899876
1030	0.7632881639
1031	0.7628169945
1032	0.7622536703
1033	0.7617466923
1034	0.7613908559
1035	0.7607112879
1036	0.7603517975
1037	0.7595487951
1038	0.7588532504
1039	0.7583159365
1040	0.7575535181
1041	0.7569753497
1042	0.7560284761
1043	0.7557231797
1044	0.7549592322
1045	0.7544184368
1046	0.7537286712
1047	0.7527900438
1048	0.7521633721
1049	0.7514207214
1050	0.750736902
1051	0.7495975299
1052	0.748802628
1053	0.7481801622
1054	0.7473807088
1055	0.7472205975
1056	0.7465759228
1057	0.7463046799
1058	0.7454691861
1059	0.7446101336
1060	0.7439564948
1061	0.7434655569
1062	0.7425727221
1063	0.7418135954
1064	0.7409276457
1065	0.740019798
1066	0.7394417373
1067	0.7388721845
1068	0.7384138758
1069	0.7381280875
1070	0.7376516565
1071	0.7371446766
1072	0.7364594673
1073	0.7355318525
1074	0.7349815327
1075	0.7344501727
1076	0.7339080218
1077	0.7332527394
1078	0.7324226385
1079	0.7316920586
1080	0.731125764
1081	0.730214394
1082	0.7296877765
1083	0.7290709185
1084	0.7285233972
1085	0.7283594311
1086	0.7275743906
1087	0.7266393273
1088	0.7261067474
1089	0.7253805148
1090	0.7244760232
1091	0.7235740712
1092	0.7230434603
1093	0.7228832103
1094	0.7222852179
1095	0.7216824644
1096	0.7214498232
1097	0.7212459837
1098	0.7205033371
1099	0.719760815
1100	0.7190180255
1101	0.7185134295
1102	0.7181458156
1103	0.7174233324
1104	0.7168751944
1105	0.7162551646
1106	0.7156375877
1107	0.7149402687
1108	0.7143607573
1109	0.713656211
1110	0.7127729357
1111	0.7119821254
1112	0.7113929943
1113	0.7107414098
1114	0.7104952604
1115	0.7095279262
1116	0.7089958962
1117	0.7085336315
1118	0.7084116321
1119	0.7075747199
1120	0.7066042467
1121	0.7058988751
1122	0.7053305011
1123	0.7044876832
1124	0.7038411505
1125	0.7037139096
1126	0.7030843475
1127	0.702308641
1128	0.7016440635
1129	0.700998116
1130	0.7006941831
1131	0.7000174968
1132	0.6998944534
1133	0.6989496751
1134	0.6981247353
1135	0.697719593
1136	0.6969357461
1137	0.6965549518
1138	0.6957591534
1139	0.6949110863
1140	0.6943548692
1141	0.6942190416
1142	0.6935267588
1143	0.6927371535
1144	0.6920422152
1145	0.691412457
1146	0.690589929
1147	0.6900798538
1148	0.6893780082
1149	0.6886799133
1150	0.6882414655
1151	0.6878398812
1152	0.6867532626
1153	0.6863497532
1154	0.685652813
1155	0.6852963594
1156	0.6846038856
1157	0.6844184913
1158	0.6836399008
1159	0.6831950339
1160	0.6826658431
1161	0.6820141743
1162	0.6813937722
1163	0.6812857097
1164	0.6811629362
1165	0.680468251
1166	0.6795350894
1167	0.6787640522
1168	0.6779306443
1169	0.6774433308
1170	0.6768542045
1171	0.6762221782
1172	0.6759491673
1173	0.6750079227
1174	0.6744355988
1175	0.6737582799
1176	0.673665812
1177	0.6730484815
1178	0.6722291471
1179	0.6715958705
1180	0.6708279579
1181	0.6703518874
1182	0.669734912
1183	0.6695985592
1184	0.6688768138
1185	0.6687606574
1186	0.6683840021
1187	0.6678270348
1188	0.6676721169
1189	0.6673453998
1190	0.6672213661
1191	0.6670176199
1192	0.6664466492
1193	0.6663664653
1194	0.666001939
1195	0.6651315605
1196	0.6650014016
1197	0.6642158536
1198	0.6640906733
1199	0.6635057661
1200	0.6629357976
1201	0.6622387296
1202	0.6620554614
1203	0.6611224047
1204	0.660178378
1205	0.6595700733
1206	0.6594055869
1207	0.6592159282
1208	0.658759124
1209	0.6580401088
1210	0.6576276425
1211	0.6568387729
1212	0.65672926
1213	0.6564220174
1214	0.6557995792
1215	0.6549868619
1216	0.6548706165
1217	0.6543660268
1218	0.6535983123
1219	0.6529650172
1220	0.6523140424
1221	0.6516689931
1222	0.6512699916
1223	0.6506830324
1224	0.6500855542
1225	0.6494488107
1226	0.6490452132
1227	0.6486749297
1228	0.6481644964
1229	0.6474191955
1230	0.6466870621
1231	0.6462263798
1232	0.6454386014
1233	0.6449472034
1234	0.6440915401
1235	0.6434278504
1236	0.642873068
1237	0.6427511271
1238	0.6418807757
1239	0.6412260858
1240	0.6408511112
1241	0.6401232885
1242	0.6400265409
1243	0.6392006697
1244	0.638285895
1245	0.6379138197
1246	0.6372173075
1247	0.636539022
1248	0.635745592
1249	0.6352587155
1250	0.6345232551
1251	0.6341036346
1252	0.6334731266
1253	0.6327827113
1254	0.6325047296
1255	0.6319777503
1256	0.6311032772
1257	0.6305741783
1258	0.6301604025
1259	0.6294277521
1260	0.6287166697
1261	0.6282788347
1262	0.6277386974
1263	0.6276333616
1264	0.6271160986
1265	0.6263886872
1266	0.6258993868
1267	0.6252124793
1268	0.6249140214
1269	0.6247705628
1270	0.6243874248
1271	0.6239333996
1272	0.6231685379
1273	0.6230633055
1274	0.622234918
1275	0.6218683974
1276	0.6211441377
1277	0.6204630806
1278	0.6199572184
1279	0.6194331744
1280	0.6188753086
1281	0.6182131394
1282	0.6176153662
1283	0.6169902095
1284	0.6164646953
1285	0.6162177673
1286	0.6156551092
1287	0.6149854849
1288	0.6142339522
1289	0.6135281314
1290	0.6131236787
1291	0.6124811369
1292	0.6117954255
1293	0.6112552479
1294	0.6105899919
1295	0.6098395618
1296	0.6095522956
1297	0.6088187711
1298	0.6083583226
1299	0.6076899972
1300	0.6070960767
1301	0.6063703716
1302	0.6056541514
1303	0.6052578568
1304	0.6046117859
1305	0.6037972242
1306	0.603600376
1307	0.6034480361
1308	0.6031052969
1309	0.6024328382
1310	0.6018044972
1311	0.6011677597
1312	0.6002620803
1313	0.599782555
1314	0.5996273289
1315	0.5992947203
1316	0.5988393812
1317	0.5982387224
1318	0.5974717386
1319	0.5969191451
1320	0.5963649735
1321	0.5957839695
1322	0.5949895603
1323	0.5942712029
1324	0.593716133
1325	0.5936012877
1326	0.5932456148
1327	0.5928741813
1328	0.5923824369
1329	0.5920368508
1330	0.5919462984
1331	0.5913423878
1332	0.5906405371
1333	0.5902970109
1334	0.5898558791
1335	0.5891728839
1336	0.5885411036
1337	0.5880619767
1338	0.5874398802
1339	0.5869120434
1340	0.5867713706
1341	0.5861371094
1342	0.5859165016
1343	0.5856472519
1344	0.584977693
1345	0.5841021484
1346	0.5838670391
1347	0.5831217712
1348	0.5826717913
1349	0.5823505053
1350	0.5817333881
1351	0.5816665776
1352	0.5812186628
1353	0.5806887981
1354	0.5800375438
1355	0.5797494368
1356	0.5794933008
1357	0.5791293995
1358	0.5783821464
1359	0.5777496047
1360	0.5773311648
1361	0.5768945361
1362	0.5765589273
1363	0.5759879378
1364	0.5755736726
1365	0.5750149816
1366	0.5749237459
1367	0.5741501273
1368	0.5740724604
1369	0.5732908527
1370	0.572946299
1371	0.5724631769
1372	0.5717572028
1373	0.5713591165
1374	0.5707577706
1375	0.5703437666
1376	0.5698333701
1377	0.5694726252
1378	0.569023209
1379	0.5689528975
1380	0.5685359595
1381	0.5677767167
1382	0.5673936383
1383	0.5669068397
1384	0.5662588419
1385	0.5659285893
1386	0.5653711405
1387	0.5648591872
1388	0.5646539851
1389	0.5645627124
1390	0.5644918322
1391	0.5640079928
1392	0.5635118277
1393	0.5629098525
1394	0.5625304053
1395	0.562428265
1396	0.5621868307
1397	0.5614234057
1398	0.560849312
1399	0.5604237831
1400	0.5599760305
1401	0.5593464231
1402	0.5585620202
1403	0.5578010417
1404	0.5573181556
1405	0.5570177512
1406	0.5566958425
1407	0.5563458638
1408	0.5556473135
1409	0.5554464079
1410	0.5547831184
1411	0.5545618698
1412	0.5541758694
1413	0.5535366547
1414	0.5529978536
1415	0.5522506626
1416	0.5516677487
1417	0.5509766386
1418	0.5508722185
1419	0.5503098225
1420	0.549692125
1421	0.5491345676
1422	0.548348632
1423	0.5480152079
1424	0.5476360945
1425	0.5472069582
1426	0.5467813486
1427	0.5463115646
1428	0.546142964
1429	0.5455124259
1430	0.5450438084
1431	0.5444799688
1432	0.544048182
1433	0.5433413525
1434	0.5429010686
1435	0.5426701188
1436	0.5421011099
1437	0.5416319688
1438	0.5415394793
1439	0.5410834818
1440	0.5404187717
1441	0.5401380649
1442	0.5394774331
1443	0.5392976485
1444	0.5389108752
1445	0.5383415329
1446	0.5376761776
1447	0.5375719588
1448	0.537490597
1449	0.5369210005
1450	0.5367876206
1451	0.5365213202
1452	0.5361782743
1453	0.5359734679
1454	0.5355839917
1455	0.5348846941
1456	0.534565186
1457	0.5340345417
1458	0.5334055205
1459	0.5333138172
1460	0.5325647279
1461	0.5321962891
1462	0.5316769883
1463	0.5310969256
1464	0.5307208816
1465	0.5303315169
1466	0.5298489042
1467	0.5295521876
1468	0.5289838094
1469	0.5289086773
1470	0.5284007883
